document,section,item,source_file,locator,value_raw,value_printed,source_sha256,source_commit
MS_report,5.4 Operating characteristics,pre-specified trials,results/oc/p2_interpretation.csv,model=='k2020' & scenario=='V2_up_080' & config=='P2' :: n_trials_prereg,10000,"10,000",bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Aii cells above 5% (point),results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='G2_Aii' & gt5_point==TRUE],12,12,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Aii cells with Wilson lower bound above 5%,results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='G2_Aii' & gt5_lower==TRUE],12,12,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Aii largest boundary pass rate,results/oc/g2_rules_flags.csv,"region=='boundary' & config=='G2_Aii' & model=='k2020' & scenario=='Vmax_down_125' :: pass_pct [lo, hi]",27.6000000000000; 26.7325907809694; 28.4846123460370,27.60% (95% CI 26.73 to 28.48),315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Ai cells above 5% (point),results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='G2_Ai' & gt5_point==TRUE],8,8,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Ai cells with Wilson lower bound above 5%,results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='G2_Ai' & gt5_lower==TRUE],8,8,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Ai largest boundary pass rate,results/oc/g2_rules_flags.csv,"region=='boundary' & config=='G2_Ai' & model=='k2016' & scenario=='Vmax_up_080' :: pass_pct [lo, hi]",19.9100000000000; 19.1389599810810; 20.7041490408663,19.91% (95% CI 19.14 to 20.70),315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_B cells above 5% (point),results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='G2_B' & gt5_point==TRUE],8,8,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_B cells with Wilson lower bound above 5%,results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='G2_B' & gt5_lower==TRUE],6,6,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_B largest boundary pass rate,results/oc/g2_rules_flags.csv,"region=='boundary' & config=='G2_B' & model=='k2016' & scenario=='Vmax_up_080' :: pass_pct [lo, hi]",15.0600000000000; 14.3724252150584; 15.7744085910845,15.06% (95% CI 14.37 to 15.77),315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Cii cells above 5% (point),results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='G2_Cii' & gt5_point==TRUE],1,1,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Cii cells with Wilson lower bound above 5%,results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='G2_Cii' & gt5_lower==TRUE],0,0,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Cii largest boundary pass rate,results/oc/g2_rules_flags.csv,"region=='boundary' & config=='G2_Cii' & model=='k2020' & scenario=='V2_up_080' :: pass_pct [lo, hi]",5.00500000000000; 4.71135239078929; 5.31592893389957,5.01% (95% CI 4.71 to 5.32),315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Ci cells above 5% (point),results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='G2_Ci' & gt5_point==TRUE],0,0,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Ci cells with Wilson lower bound above 5%,results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='G2_Ci' & gt5_lower==TRUE],0,0,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,G2_Ci largest boundary pass rate,results/oc/g2_rules_flags.csv,"region=='boundary' & config=='G2_Ci' & model=='k2020' & scenario=='V2_up_080' :: pass_pct [lo, hi]",4.62500000000000; 4.34253528496361; 4.92489198712789,4.63% (95% CI 4.34 to 4.92),315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,AUCinf_Ai cells above 5% (point),results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='AUCinf_Ai' & gt5_point==TRUE],10,10,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,AUCinf_Ai cells with Wilson lower bound above 5%,results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='AUCinf_Ai' & gt5_lower==TRUE],10,10,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,AUCinf_Ai largest boundary pass rate,results/oc/g2_rules_flags.csv,"region=='boundary' & config=='AUCinf_Ai' & model=='k2020' & scenario=='ka_down_080' :: pass_pct [lo, hi]",38.1200000000000; 37.1728154228553; 39.0763083784320,38.12% (95% CI 37.17 to 39.08),315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,AUCinf_Aii cells above 5% (point),results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='AUCinf_Aii' & gt5_point==TRUE],14,14,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,AUCinf_Aii cells with Wilson lower bound above 5%,results/oc/g2_rules_flags.csv,count of rows [region=='boundary' & config=='AUCinf_Aii' & gt5_lower==TRUE],14,14,315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,AUCinf_Aii largest boundary pass rate,results/oc/g2_rules_flags.csv,"region=='boundary' & config=='AUCinf_Aii' & model=='k2020' & scenario=='ka_down_080' :: pass_pct [lo, hi]",36.5300000000000; 35.5915890377664; 37.4787558783396,36.53% (95% CI 35.59 to 37.48),315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,"power identical products, P2",results/oc/power.csv,"model=='k2016' & scenario=='S00' & config=='P2' :: pass_pct [lo, hi]",99.5500000000000; 99.3984428906251; 99.6635028708408,99.6% (95% CI 99.4 to 99.7),d764a878d136add693dba8b8849b09502c2d047349ff3d6c5b41f807ac5cb188,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,"power identical products, P2",results/oc/power.csv,"model=='k2020' & scenario=='S00' & config=='P2' :: pass_pct [lo, hi]",99.0000000000000; 98.7853017744885; 99.1770663851852,99.0% (95% CI 98.8 to 99.2),d764a878d136add693dba8b8849b09502c2d047349ff3d6c5b41f807ac5cb188,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,"power identical products, G2",results/oc/power.csv,"model=='k2016' & scenario=='S00' & config=='G2' :: pass_pct [lo, hi]",99.3300000000000; 99.1500780525033; 99.4720366682458,99.3% (95% CI 99.2 to 99.5),d764a878d136add693dba8b8849b09502c2d047349ff3d6c5b41f807ac5cb188,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,"power identical products, G2",results/oc/power.csv,"model=='k2020' & scenario=='S00' & config=='G2' :: pass_pct [lo, hi]",98.8800000000000; 98.6541590683063; 99.0683012509764,98.9% (95% CI 98.7 to 99.1),d764a878d136add693dba8b8849b09502c2d047349ff3d6c5b41f807ac5cb188,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,extrap_true_median,results/rationale/pillar1_coverage_B0.csv,model=='k2016' & group=='all' :: extrap_true_median,0.652050053461906,0.65,f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,extrap_true_median,results/rationale/pillar1_coverage_B0.csv,model=='k2020' & group=='all' :: extrap_true_median,0.640350151289987,0.64,f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,extrap_true_p95,results/rationale/pillar1_coverage_B0.csv,model=='k2016' & group=='all' :: extrap_true_p95,3.6326565403682,3.63,f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,extrap_true_p95,results/rationale/pillar1_coverage_B0.csv,model=='k2020' & group=='all' :: extrap_true_p95,3.53955961566025,3.54,f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,extrap_true_max,results/rationale/pillar1_coverage_B0.csv,model=='k2016' & group=='all' :: extrap_true_max,15.2235638120948,15.2,f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,extrap_true_max,results/rationale/pillar1_coverage_B0.csv,model=='k2020' & group=='all' :: extrap_true_max,15.6840265147787,15.7,f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,coverage_lt80_pct_ci,results/rationale/pillar1_coverage_B0.csv,model=='k2016' & group=='all' :: coverage_lt80_pct_ci,"0.00 [0.00, 0.02]","0.00 [0.00, 0.02]",f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,coverage_lt80_pct_ci,results/rationale/pillar1_coverage_B0.csv,model=='k2020' & group=='all' :: coverage_lt80_pct_ci,"0.00 [0.00, 0.02]","0.00 [0.00, 0.02]",f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,extrap_nca_median,results/rationale/pillar1_coverage_B0.csv,model=='k2016' & group=='all' :: extrap_nca_median,2.74409890951039,2.7,f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,extrap_nca_median,results/rationale/pillar1_coverage_B0.csv,model=='k2020' & group=='all' :: extrap_nca_median,2.94855018608216,2.9,f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,reliable_i_pct,results/reliability/reliability_two_flag_sets_summary.csv,variant=='base' :: reliable_i_pct,86.565,86.6,7db4ea795f34f68f0d1a06469b5b810b25cc110a1bca6b68ae147af1d29cc920,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,reliable_i_pct,results/reliability/reliability_two_flag_sets_summary.csv,variant=='struct2020' :: reliable_i_pct,91.835,91.8,7db4ea795f34f68f0d1a06469b5b810b25cc110a1bca6b68ae147af1d29cc920,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,reliable_ii_pct,results/reliability/reliability_two_flag_sets_summary.csv,variant=='base' :: reliable_ii_pct,80.735,80.7,7db4ea795f34f68f0d1a06469b5b810b25cc110a1bca6b68ae147af1d29cc920,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,reliable_ii_pct,results/reliability/reliability_two_flag_sets_summary.csv,variant=='struct2020' :: reliable_ii_pct,83.915,83.9,7db4ea795f34f68f0d1a06469b5b810b25cc110a1bca6b68ae147af1d29cc920,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,"share failing the criteria, 100 - reliable_i_pct, two models",results/reliability/reliability_two_flag_sets_summary.csv,"variant %in% c('base','struct2020') :: 100 - reliable_i_pct",8.16500000000001; 13.43500000000000,8.2 to 13.4,7db4ea795f34f68f0d1a06469b5b810b25cc110a1bca6b68ae147af1d29cc920,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,"share failing the criteria, 100 - reliable_ii_pct, two models",results/reliability/reliability_two_flag_sets_summary.csv,"variant %in% c('base','struct2020') :: 100 - reliable_ii_pct",16.085; 19.265,16.1 to 19.3,7db4ea795f34f68f0d1a06469b5b810b25cc110a1bca6b68ae147af1d29cc920,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,lloq_studyday_median,results/cliff/cliff_summary.csv,model=='k2016' & weight=='base' :: lloq_studyday_median,38.4647596937202,38.5,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,lloq_studyday_median,results/cliff/cliff_summary.csv,model=='k2020' & weight=='base' :: lloq_studyday_median,40.7685378859273,40.8,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,lloq_studyday_p05,results/cliff/cliff_summary.csv,model=='k2016' & weight=='base' :: lloq_studyday_p05,27.1952125885761,27.2,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,lloq_studyday_p05,results/cliff/cliff_summary.csv,model=='k2020' & weight=='base' :: lloq_studyday_p05,28.7255249421131,28.7,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,lloq_studyday_p95,results/cliff/cliff_summary.csv,model=='k2016' & weight=='base' :: lloq_studyday_p95,54.2389099403096,54.2,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,lloq_studyday_p95,results/cliff/cliff_summary.csv,model=='k2020' & weight=='base' :: lloq_studyday_p95,57.5793756314783,57.6,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,lloq_after_day58_pct,results/cliff/cliff_summary.csv,model=='k2016' & weight=='base' :: lloq_after_day58_pct,2.47,2.5,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,lloq_after_day58_pct,results/cliff/cliff_summary.csv,model=='k2020' & weight=='base' :: lloq_after_day58_pct,4.595,4.6,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,c_start1_median,results/cliff/cliff_summary.csv,model=='k2016' & weight=='base' :: c_start1_median,0.879043200268077,0.88,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,c_start1_median,results/cliff/cliff_summary.csv,model=='k2020' & weight=='base' :: c_start1_median,0.890140885272395,0.89,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,len1_median,results/cliff/cliff_summary.csv,model=='k2016' & weight=='base' :: len1_median,1.3815220572994,1.38,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,len1_median,results/cliff/cliff_summary.csv,model=='k2020' & weight=='base' :: len1_median,1.38301245217869,1.38,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,len1_p95,results/cliff/cliff_summary.csv,model=='k2016' & weight=='base' :: len1_p95,1.4285785279045,1.43,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,len1_p95,results/cliff/cliff_summary.csv,model=='k2020' & weight=='base' :: len1_p95,1.42223477258374,1.42,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,len2_median,results/cliff/cliff_summary.csv,model=='k2016' & weight=='base' :: len2_median,2.94085101477083,2.94,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,len2_median,results/cliff/cliff_summary.csv,model=='k2020' & weight=='base' :: len2_median,2.93655451908038,2.94,f853aba868c8cd024ca3a2c4a971159d7aece8f76fb8f2156c300c88e0dfd115,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,true AUC0-inf ratio range over Km x0.01 to x100 (range ends and reached rows),results/oc/inversion_all.csv,"mechanism=='Km' :: end_auc_ratio, auc_ratio",0.998949506997432; 1.058748397272760,0.999 to 1.059,7b0f06ec39b8c6d76e4b02d5301502fb01167a0cb730bc1e5fea08e64726541f,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,multiplier,results/oc/inversion_all.csv,mechanism=='Km' & reachable==TRUE & model=='k2016' :: multiplier,84.0386692344027,84,7b0f06ec39b8c6d76e4b02d5301502fb01167a0cb730bc1e5fea08e64726541f,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,multiplier,results/oc/inversion_all.csv,mechanism=='Km' & reachable==TRUE & model=='k2020' :: multiplier,91.947868631888,92,7b0f06ec39b8c6d76e4b02d5301502fb01167a0cb730bc1e5fea08e64726541f,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,n_per_arm,config/trial_design.yaml,n_per_arm,117,117,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,pre-registration commit,results/oc/prereg.csv,TRUE :: prereg_commit,779e06840e35ada5e3dbdadf6b0554078b7cd2b9,779e06840e35ada5e3dbdadf6b0554078b7cd2b9,46f9df5b7464021107467510d826a837861468efe5f5639edd542d0863247f2a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,trials.reps_boundary,config/oc_design.yaml,trials.reps_boundary,10000,10000,629011b264fbc4c3f03f8a3989bac1f2711d49959f3268f5e8f758c80f93ea0a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,dose_mg,config/trial_design.yaml,dose_mg,300,300,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,weight.inclusion_kg,config/trial_design.yaml,weight.inclusion_kg,60; 90,60 to 90,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,n_randomized_per_arm,config/trial_design.yaml,n_randomized_per_arm,130,130,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,n_per_arm,config/trial_design.yaml,n_per_arm,117,117,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,schedules.B0.days,config/trial_design.yaml,schedules.B0.days,0.25;  1.00;  3.00;  5.00;  7.00; 10.00; 14.00; 21.00; 28.00; 35.00; 42.00; 49.00; 56.00,"0.25, 1, 3, 5, 7, 10, 14, 21, 28, 35, 42, 49, 56",ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.6 Target binding,lloq_mg_L,config/trial_design.yaml,lloq_mg_L,0.078,0.078,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,Table 3-1 model parameters,config/params_typical.yaml,whole table,,(table),0661b248227771273d5c58c86c61f35ef655fdeecebe3f188868fd61cff4b801,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,Table 3-1 model parameters,config/params_variability.yaml,whole table,,(table),b849a4cc3acc6d47f9833392ac4f47ebacc6ad9fa79fcc5848628fd4b5aa99a9,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,Table 3-1 model parameters,config/params_k2020_model1.yaml,whole table,,(table),b6e3816238f158ab76cda1edfc4ce9ae49b53fdd4836de8be36bd64664dca96f,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,weight.base.mean,config/trial_design.yaml,weight.base.mean,75,75,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,weight.base.sd,config/trial_design.yaml,weight.base.sd,9,9,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,weight.base.trunc,config/trial_design.yaml,weight.base.trunc,60; 90,60 to 90,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
